forecast_id,forecast_kst_dtm,kpx_group_1,kpx_group_2,kpx_group_3
forecast_0203,2025-01-09 11:00:00,13594.624478151603,15328.492147703464,11286.322229435387
forecast_0204,2025-01-09 12:00:00,13497.179639533078,15336.178992519443,11269.344842080427
forecast_0205,2025-01-09 13:00:00,13657.906364696311,15424.405728425822,10977.350434669213
forecast_0206,2025-01-09 14:00:00,14454.538889947173,15260.130451870773,10852.892072351031
forecast_0207,2025-01-09 15:00:00,13891.196497173649,14156.107655582164,10419.122467209008
forecast_0208,2025-01-09 16:00:00,14138.316675829163,13397.742934658554,9281.502725773613
forecast_0209,2025-01-09 17:00:00,14566.207559005903,13701.449044957766,8689.463916731444
forecast_0210,2025-01-09 18:00:00,13022.965780631188,11853.90762034224,7656.798410839856
forecast_0211,2025-01-09 19:00:00,12304.758222056114,13511.952607498846,7302.985102118013
forecast_0212,2025-01-09 20:00:00,14553.577268192328,14552.652644249505,8101.989654183567
forecast_0213,2025-01-09 21:00:00,15860.646325269088,16097.0324666772,8728.191577280573
forecast_0214,2025-01-09 22:00:00,16568.454599197117,17356.606127082574,10031.449137988713
forecast_0215,2025-01-09 23:00:00,18214.002362270076,17943.46032400196,13003.713804601333
forecast_0216,2025-01-10 00:00:00,18117.798957797448,18141.51905905098,13559.719251116341
forecast_0217,2025-01-10 01:00:00,11668.630368529743,11077.419469534665,7530.723430132196
forecast_0218,2025-01-10 02:00:00,14952.227461503773,13638.248010910525,8990.58910678406
forecast_0219,2025-01-10 03:00:00,16643.977847038543,16496.35318492191,10782.659153622253
forecast_0220,2025-01-10 04:00:00,17289.224950155734,17485.408848189207,11747.315877460087
forecast_0221,2025-01-10 05:00:00,17551.891896089266,17273.82631232578,11038.615978612912
forecast_0222,2025-01-10 06:00:00,16564.59235680514,16876.817600290316,10363.468938753584
forecast_0223,2025-01-10 07:00:00,15152.227016941732,14174.177142281133,9587.744798958243
forecast_0224,2025-01-10 08:00:00,12923.436951394373,11688.92438213652,9060.674208303566
forecast_0225,2025-01-10 09:00:00,10882.579767999941,7389.885218876087,6958.388418930363
forecast_0226,2025-01-10 10:00:00,8725.231242390253,5639.390130428063,4796.0064240691645
forecast_0227,2025-01-10 11:00:00,5788.318841234599,3844.352066821723,3111.7625865316313
forecast_0228,2025-01-10 12:00:00,4166.606745758818,3050.6035818361693,1837.3411818256102
forecast_0229,2025-01-10 13:00:00,3025.181844379124,2247.439264181639,1845.2288239846346
forecast_0230,2025-01-10 14:00:00,2834.932098359772,2088.8149213057923,2044.621556248275
forecast_0231,2025-01-10 15:00:00,3696.174299595736,3101.440779446221,2313.4923623855398
forecast_0232,2025-01-10 16:00:00,5125.195813576411,4914.932809776616,3436.283771565321
forecast_0233,2025-01-10 17:00:00,7662.58424958279,6091.79110387958,4942.262256982516
forecast_0234,2025-01-10 18:00:00,8526.81365543159,6601.402540971718,5934.048726411555
forecast_0235,2025-01-10 19:00:00,9249.284636891844,7132.507618128304,6821.436716081107
forecast_0236,2025-01-10 20:00:00,9305.233483277176,7709.911225512535,7617.809135950876
forecast_0237,2025-01-10 21:00:00,8370.099565952463,6902.606468736812,6136.689895450771
forecast_0238,2025-01-10 22:00:00,8494.646664970094,6986.011358970324,6076.292924695753
forecast_0239,2025-01-10 23:00:00,9302.181562748347,6776.511494555461,6487.752915939661
forecast_0240,2025-01-11 00:00:00,9823.20079356303,7383.562773022834,6730.363462068687
forecast_0241,2025-01-11 01:00:00,9175.946993968084,7609.971079861092,6890.37585117083
forecast_0242,2025-01-11 02:00:00,9252.75105592439,7239.491947565679,6642.575129876281
forecast_0243,2025-01-11 03:00:00,9199.904819975658,7565.510426595431,6562.832101809639
forecast_0244,2025-01-11 04:00:00,9729.416030081808,7522.296057001338,6679.496250317902
forecast_0245,2025-01-11 05:00:00,9568.616516087506,7050.610387283696,6209.96740699119
forecast_0246,2025-01-11 06:00:00,7912.662491929154,6205.8669771954765,5179.299319288686
forecast_0247,2025-01-11 07:00:00,7886.786409156215,6177.335565891656,4437.035052978345
forecast_0248,2025-01-11 08:00:00,7421.568811625169,6417.669009968655,4723.001114149081
forecast_0249,2025-01-11 09:00:00,6916.333834944551,6252.817796712048,4147.417310206956
forecast_0250,2025-01-11 10:00:00,5426.443722317558,4753.619415089021,3234.6434403579296
forecast_0251,2025-01-11 11:00:00,4695.866304565282,4147.32453184054,2460.637197409427
forecast_0252,2025-01-11 12:00:00,4101.509588089712,3014.8430333579936,1571.471070266069
forecast_0253,2025-01-11 13:00:00,2788.001489055829,1971.3335443457656,1461.2245683158965
forecast_0254,2025-01-11 14:00:00,2855.03473741053,2195.3059459876445,1736.4790717290766
forecast_0255,2025-01-11 15:00:00,3250.4566909193245,2168.9899259563867,1578.4727135519322
forecast_0256,2025-01-11 16:00:00,3722.2550795506036,3245.8475480077645,2078.7766378323113
forecast_0257,2025-01-11 17:00:00,6228.604947133178,5576.503700049357,3860.846265619991
forecast_0258,2025-01-11 18:00:00,8152.183602435574,6889.558004784005,5108.582225544163
forecast_0259,2025-01-11 19:00:00,9036.947037400523,7776.448381177493,5875.564805916782
forecast_0260,2025-01-11 20:00:00,9563.785823340591,8740.7690373304,7251.777667242212
forecast_0261,2025-01-11 21:00:00,9806.180253349141,8684.822704440541,7067.138961136855
forecast_0262,2025-01-11 22:00:00,9820.860192417711,8345.10506988135,7433.026261368097
forecast_0263,2025-01-11 23:00:00,11123.334921320766,9519.871657567297,7586.035386892262
forecast_0264,2025-01-12 00:00:00,13179.117272887159,11309.11251706162,8181.92056666668
forecast_0265,2025-01-12 01:00:00,8802.61319630968,8316.376283841004,7020.8311901547595
forecast_0266,2025-01-12 02:00:00,9394.207942592333,8675.293149216377,6844.241559552299
forecast_0267,2025-01-12 03:00:00,10233.815129333245,9567.965490322435,6877.50325454242
forecast_0268,2025-01-12 04:00:00,11694.53770410407,10488.338038051299,8108.735767618491
forecast_0269,2025-01-12 05:00:00,12840.525702039171,11587.243046001988,8351.06450168884
forecast_0270,2025-01-12 06:00:00,13288.154080743681,12480.530322784403,8711.111152107933
forecast_0271,2025-01-12 07:00:00,13972.558648206003,12332.053366122935,9510.605109710019
forecast_0272,2025-01-12 08:00:00,13941.049782860146,12802.850770302188,8760.457909557725
forecast_0273,2025-01-12 09:00:00,13702.416940612275,13110.855519503422,8873.422368844487
forecast_0274,2025-01-12 10:00:00,11463.462240160474,11351.13911806668,7279.829405336318
forecast_0275,2025-01-12 11:00:00,10189.00665752425,10703.049231708097,7295.748649211736
forecast_0276,2025-01-12 12:00:00,9734.150406046037,9786.099339128756,6928.875893935044
forecast_0277,2025-01-12 13:00:00,9641.387906806409,9567.991861616061,5872.455908824843
forecast_0278,2025-01-12 14:00:00,10737.67062476207,10099.98510537262,6870.775958623875
forecast_0279,2025-01-12 15:00:00,11342.07685001408,10305.446604781559,7559.205131347717
forecast_0280,2025-01-12 16:00:00,12403.656899849877,12003.177495774054,8869.45979235988
forecast_0281,2025-01-12 17:00:00,13677.623858825624,13615.927288465497,9212.707852689466
forecast_0282,2025-01-12 18:00:00,14081.307898732524,13596.273572012415,8759.015055597849
forecast_0283,2025-01-12 19:00:00,13418.90654516313,13454.246770879634,7978.889414831509
forecast_0284,2025-01-12 20:00:00,13878.440437582201,13645.79889841041,7829.305134261063
forecast_0285,2025-01-12 21:00:00,14228.743779190201,14164.389199866278,8604.974679539095
forecast_0286,2025-01-12 22:00:00,14201.58503169995,14870.286155993615,9157.64452923845
forecast_0287,2025-01-12 23:00:00,14160.13454371151,14830.815876249506,8998.966082690502
forecast_0288,2025-01-13 00:00:00,15481.631489849806,15589.633393999124,10869.289342914317
forecast_0289,2025-01-13 01:00:00,18168.80796654597,17420.628241301325,12624.537458171637
forecast_0290,2025-01-13 02:00:00,19996.123332576237,18223.72882861573,13919.884855247426
forecast_0291,2025-01-13 03:00:00,20563.897238013098,18728.33911473234,14679.936181287143
forecast_0292,2025-01-13 04:00:00,20732.302816810497,19326.085388847354,15763.89844640456
forecast_0293,2025-01-13 05:00:00,20584.991370533622,19352.497125664297,15664.909159482364
forecast_0294,2025-01-13 06:00:00,20522.54317657181,19436.82410736165,15098.905380663999
forecast_0295,2025-01-13 07:00:00,20293.334948417807,19086.347677614653,14212.172950586946
forecast_0296,2025-01-13 08:00:00,19290.236383511572,18202.88032619173,12636.157142006154
forecast_0297,2025-01-13 09:00:00,18630.9078344261,18015.08606295507,13050.811328256603
forecast_0298,2025-01-13 10:00:00,16387.886539086,17802.695911477455,12503.695157893155
forecast_0299,2025-01-13 11:00:00,16490.6128250189,16725.48566135631,12781.358979719764
forecast_0300,2025-01-13 12:00:00,15987.41199497686,15655.081106476937,11983.43908002485
forecast_0301,2025-01-13 13:00:00,15121.569818900436,14559.033804478013,11742.299694623136
forecast_0302,2025-01-13 14:00:00,13758.116523769642,12673.704986401035,10577.191607660676
forecast_0303,2025-01-13 15:00:00,14048.236277603408,13761.842269881381,11138.364828017395
forecast_0304,2025-01-13 16:00:00,14583.842979499615,14195.789163464024,10988.91838016051
forecast_0305,2025-01-13 17:00:00,15006.258489326781,13242.890879241944,10755.749750951627
forecast_0306,2025-01-13 18:00:00,13239.760256761421,11735.225797242094,10039.683943550777
forecast_0307,2025-01-13 19:00:00,15057.641840538767,14564.326406211001,11990.894266922593
forecast_0308,2025-01-13 20:00:00,16637.37417453117,16485.55533423014,11958.856449793495
forecast_0309,2025-01-13 21:00:00,16889.272782874403,16306.870647273323,12683.61588001743
forecast_0310,2025-01-13 22:00:00,18267.522853695384,17053.428554102833,13378.4724916797
forecast_0311,2025-01-13 23:00:00,18246.636817909814,17263.352981160016,13440.70857218057
forecast_0312,2025-01-14 00:00:00,19743.862902544468,18422.211284901732,14656.172278865046
forecast_0313,2025-01-14 01:00:00,17832.38717230394,17592.28065993796,13615.132338882759
forecast_0314,2025-01-14 02:00:00,17979.384377685114,18016.516686251973,13537.87771139923
forecast_0315,2025-01-14 03:00:00,18350.406647519558,18187.1938486915,13453.052666938012
